ST_NAME,YEAR,PC_NO,PC_NAME,PC_TYPE,CAND_NAME,CAND_SEX,PARTYNAME,PARTYABBRE,TOTVOTPOLL,ELECTORS
Andhra Pradesh,1989,10,Narasapur,GEN,Bhupatiraju Vijaya Kumar Raju,M,Telugu Desam,TDP,334215,931902
Andhra Pradesh,1989,11,Eluru,GEN,Guruvindapalli,M,Independent,IND,1367,981369
Andhra Pradesh,1989,11,Eluru,GEN,Sagiraju Surya Narayana Raju,M,Independent,IND,1954,981369
Andhra Pradesh,1989,11,Eluru,GEN,Guduri Sarveswarao,M,Independent,IND,2185,981369
Andhra Pradesh,1989,11,Eluru,GEN,Bolla Bulli Ramalah,M,Telugu Desam,TDP,339301,981369
Andhra Pradesh,1989,11,Eluru,GEN,Krishana,M,Indian National Congress,INC,410708,981369
Andhra Pradesh,1989,12,Machilipatnam,GEN,Subrahmanyeswar Rao Atluri,M,Independent,IND,384,908538
Andhra Pradesh,1989,12,Machilipatnam,GEN,Tadikonda Venkata Nancharaiah,M,Independent,IND,777,908538
Andhra Pradesh,1989,12,Machilipatnam,GEN,Narra Gopichandu,M,Independent,IND,1325,908538
Andhra Pradesh,1989,12,Machilipatnam,GEN,Majji Janardhana Rao,M,Independent,IND,1346,908538
Andhra Pradesh,1989,12,Machilipatnam,GEN,Dokku Rajusekharam,M,Bahujan Samaj Party,BSP,1664,908538
Andhra Pradesh,1989,12,Machilipatnam,GEN,Yanduri Subrehmanyeswara Rao,M,Independent,IND,2034,908538
Andhra Pradesh,1989,12,Machilipatnam,GEN,Gangaiah Chalamala Setty,M,Independent,IND,7887,908538
Andhra Pradesh,1989,12,Machilipatnam,GEN,Boppana Gangadhara Chaudry,M,Telugu Desam,TDP,311044,908538
Andhra Pradesh,1989,12,Machilipatnam,GEN,Sambasivarao Kavuri,M,Indian National Congress,INC,354533,908538
Andhra Pradesh,1989,13,Vijayawada,GEN,Buddiraju Venkateswararao,M,Independent,IND,663,1106132
Andhra Pradesh,1989,13,Vijayawada,GEN,Mohmmad Feroj Taj,M,Independent,IND,933,1106132
Andhra Pradesh,1989,13,Vijayawada,GEN,Nannapanenei Baskararao,M,Vijaya Shakti,VJS,1093,1106132
Andhra Pradesh,1989,13,Vijayawada,GEN,Boppuri Mojes,M,Independent,IND,1122,1106132
Andhra Pradesh,1989,13,Vijayawada,GEN,Puppala Sivasankararai,M,Independent,IND,1415,1106132
Andhra Pradesh,1989,13,Vijayawada,GEN,Lavanam,M,Independent,IND,1452,1106132
Andhra Pradesh,1989,13,Vijayawada,GEN,Chigurupati Nageswararao,M,Independent,IND,3418,1106132
Andhra Pradesh,1989,13,Vijayawada,GEN,D.V.Dass,M,Bahujan Samaj Party,BSP,4812,1106132
Andhra Pradesh,1989,13,Vijayawada,GEN,Vadde Sobhanadreeswarrarao,M,Telugu Desam,TDP,365663,1106132
Andhra Pradesh,1989,13,Vijayawada,GEN,Chennupati Vidya,F,Indian National Congress,INC,423867,1106132
Andhra Pradesh,1989,14,Tenali,GEN,Srinivas Kamarajugadda,M,Independent,IND,1702,890858
Andhra Pradesh,1989,14,Tenali,GEN,Vamanadasu Veernala,M,Independent,IND,1860,890858
Andhra Pradesh,1989,14,Tenali,GEN,Naag Roop,M,Republican Party Of India (Khobragade),RPK,2521,890858
Andhra Pradesh,1989,14,Tenali,GEN,Ummareddy Venkateswarlu,M,Telugu Desam,TDP,280962,890858
Andhra Pradesh,1989,14,Tenali,GEN,Basavapannayya Singam,M,Indian National Congress,INC,345150,890858
Andhra Pradesh,1989,15,Guntur,GEN,Kolli Venkatareddy,M,Independent,IND,973,1114045
Andhra Pradesh,1989,15,Guntur,GEN,Kanna Suryanarayana,M,Independent,IND,1179,1114045
Andhra Pradesh,1989,15,Guntur,GEN,Vutukuru Venkamaraju,M,Independent,IND,1682,1114045
Andhra Pradesh,1989,15,Guntur,GEN,Vuyyuru Bramareddy,M,Janata Pary (Jp),JNP (JP),1872,1114045
Andhra Pradesh,1989,15,Guntur,GEN,Koteswararao M.S.S,M,Telugu Desam,TDP,339545,1114045
Andhra Pradesh,1989,15,Guntur,GEN,N.G.Ranga,M,Indian National Congress,INC,404558,1114045
Andhra Pradesh,1989,16,Bapatla,GEN,Vilinder Kumar Varadhanapu,M,Independent,IND,2571,999676
Andhra Pradesh,1989,16,Bapatla,GEN,Challagali Kotamraju,M,Independent,IND,3324,999676
Andhra Pradesh,1989,16,Bapatla,GEN,Thiruveedhula Sankara Rao,M,Independent,IND,7689,999676
Andhra Pradesh,1989,16,Bapatla,GEN,Muppavarapu Venkaiah Naidu,M,Bharatiya Janata Party,BJP,320388,999676
Andhra Pradesh,1989,16,Bapatla,GEN,Salagala Benjamin,M,Indian National Congress,INC,364008,999676
Andhra Pradesh,1989,17,Narasaraopet,GEN,Dattatrya K Kannaiah,M,Independent,IND,847,1138866
Andhra Pradesh,1989,17,Narasaraopet,GEN,Anumolu Narayanarao,M,Independent,IND,1087,1138866
Andhra Pradesh,1989,17,Narasaraopet,GEN,Janapati Tirupatirao,M,Independent,IND,1278,1138866
Andhra Pradesh,1989,17,Narasaraopet,GEN,Nagireddy Julakanti,M,Independent,IND,1872,1138866
Andhra Pradesh,1989,17,Narasaraopet,GEN,Brahmanandam Popuri,M,Independent,IND,2108,1138866
Andhra Pradesh,1989,17,Narasaraopet,GEN,Seera Subbaraudugupta,M,Independent,IND,2126,1138866
Andhra Pradesh,1989,17,Narasaraopet,GEN,Gangisetti Ramakrishna,M,Independent,IND,3362,1138866
Andhra Pradesh,1989,17,Narasaraopet,GEN,Janakiraju Upputholla,M,Bahujan Samaj Party,BSP,3810,1138866
Andhra Pradesh,1989,17,Narasaraopet,GEN,Pidatala Renga Reddy,M,Telugu Desam,TDP,336583,1138866
Andhra Pradesh,1989,17,Narasaraopet,GEN,Kasu Venkata Krishna Reddy,M,Indian National Congress,INC,402289,1138866
Andhra Pradesh,1989,18,Ongole,GEN,Ismail Md.,M,Independent,IND,883,1107153
Andhra Pradesh,1989,18,Ongole,GEN,Tadi Anthoni,M,Independent,IND,1401,1107153
Andhra Pradesh,1989,18,Ongole,GEN,Sreenivasa Rao Bharathula,M,Independent,IND,2581,1107153
Andhra Pradesh,1989,18,Ongole,GEN,R. S. Rao,M,Independent,IND,2750,1107153
Andhra Pradesh,1989,18,Ongole,GEN,Bapatla Somiah,M,Independent,IND,4002,1107153
Andhra Pradesh,1989,18,Ongole,GEN,Narayanaswamy Katuri,M,Telugu Desam,TDP,298912,1107153
Andhra Pradesh,1989,18,Ongole,GEN,Rajamohana Reddy Mekapati,M,Indian National Congress,INC,396282,1107153
Andhra Pradesh,1989,19,Nellore,SC,Arcot Ratnam,M,Independent,IND,612,1064416
Andhra Pradesh,1989,19,Nellore,SC,A.G.Chattarji,M,Independent,IND,1969,1064416
Andhra Pradesh,1989,19,Nellore,SC,P.Hazarathaiah,M,Independent,IND,2084,1064416
Andhra Pradesh,1989,19,Nellore,SC,R.S.Rao,M,Independent,IND,2314,1064416
Andhra Pradesh,1989,19,Nellore,SC,Talakayala Koteswara Rao,M,Independent,IND,2724,1064416
Andhra Pradesh,1989,19,Nellore,SC,Peddabbi Donti,M,Bahujan Samaj Party,BSP,4256,1064416
Andhra Pradesh,1989,19,Nellore,SC,Jonnalagadda Chinnaiah,M,Independent,IND,17451,1064416
Andhra Pradesh,1989,19,Nellore,SC,M.Nagabhushanamma,F,Telugu Desam,TDP,305763,1064416
Andhra Pradesh,1989,19,Nellore,SC,Putchalapalli Penchalaiah,M,Indian National Congress,INC,377602,1064416
Andhra Pradesh,1989,20,Tirupathi,SC,K.S.Maniratnam,M,Independent,IND,1568,1077859
Andhra Pradesh,1989,20,Tirupathi,SC,G.Venu,M,Independent,IND,1627,1077859
Andhra Pradesh,1989,20,Tirupathi,SC,Nagadev,M,Independent,IND,1744,1077859
Andhra Pradesh,1989,20,Tirupathi,SC,P.Gurappa,M,Bahujan Samaj Party,BSP,2398,1077859
Andhra Pradesh,1989,20,Tirupathi,SC,M.Muragaiah,M,Telugu Desam,TDP,333557,1077859
Andhra Pradesh,1989,20,Tirupathi,SC,Chinta Mohan,M,Indian National Congress,INC,406057,1077859
Andhra Pradesh,1989,21,Chittoor,GEN,Kampalle Sivaramalah,M,Independent,IND,1091,1002523
Andhra Pradesh,1989,21,Chittoor,GEN,Nagadev,M,Independent,IND,1467,1002523
Andhra Pradesh,1989,21,Chittoor,GEN,P.Narendra,M,Independent,IND,1661,1002523
Andhra Pradesh,1989,21,Chittoor,GEN,N.Rajappa,M,Independent,IND,2449,1002523
Andhra Pradesh,1989,21,Chittoor,GEN,G.B.Naidu,M,Independent,IND,2603,1002523
Andhra Pradesh,1989,21,Chittoor,GEN,S.A.Ismail,M,Bahujan Samaj Party,BSP,4383,1002523
Andhra Pradesh,1989,21,Chittoor,GEN,N.Rangaswamy,M,Telugu Desam,TDP,308278,1002523
Andhra Pradesh,1989,21,Chittoor,GEN,Gnanendra Reddy,M,Indian National Congress,INC,390786,1002523
Andhra Pradesh,1989,22,Rajampet,GEN,Shaik Abdul Salaam,M,Independent,IND,891,945601
Andhra Pradesh,1989,22,Rajampet,GEN,R.K. Rajarathnam,M,Independent,IND,1708,945601
Andhra Pradesh,1989,22,Rajampet,GEN,Nagaraju Konduru,M,Janata Pary (Jp),JNP (JP),4248,945601
Andhra Pradesh,1989,22,Rajampet,GEN,Asadi Venkatadri,M,Independent,IND,6269,945601
Andhra Pradesh,1989,22,Rajampet,GEN,Ramachandraiah C.,M,Telugu Desam,TDP,302373,945601
Andhra Pradesh,1989,22,Rajampet,GEN,Annaiahgari Sai Prathap,M,Indian National Congress,INC,340796,945601
Andhra Pradesh,1989,23,Cuddapah,GEN,Lomada Vasudeva Reddy,M,Independent,IND,2181,1135322
Andhra Pradesh,1989,23,Cuddapah,GEN,Chimikala Rama Krishna Reddy,M,Independent,IND,2263,1135322
Andhra Pradesh,1989,23,Cuddapah,GEN,M.V.Ramana Reddy,M,Telugu Desam,TDP,313772,1135322
Andhra Pradesh,1989,23,Cuddapah,GEN,Y.S.Rajasekhar Reddy,M,Indian National Congress,INC,480524,1135322
Andhra Pradesh,1989,24,Hindupur,GEN,K.Rameschandra Reddy,M,Telugu Desam,TDP,325344,984977
Andhra Pradesh,1989,24,Hindupur,GEN,S.Gangadhara,M,Indian National Congress,INC,327512,984977
Andhra Pradesh,1989,25,Anantapur,GEN,B. Ramrarao,M,Independent,IND,3003,1013902
Andhra Pradesh,1989,25,Anantapur,GEN,P.J. Dhanaraj,M,Bahujan Samaj Party,BSP,6484,1013902
Andhra Pradesh,1989,25,Anantapur,GEN,G. Ramanna Chowdary,M,Telugu Desam,TDP,290203,1013902
Andhra Pradesh,1989,25,Anantapur,GEN,Anantha Venkata Reddy,M,Indian National Congress,INC,349685,1013902
Andhra Pradesh,1989,26,Kurnool,GEN,T. Sudhakar,M,Independent,IND,1030,968645
Andhra Pradesh,1989,26,Kurnool,GEN,Y. Gurudasu,M,Independent,IND,4693,968645
Andhra Pradesh,1989,26,Kurnool,GEN,M.S. Sajid,M,Independent,IND,5539,968645
Andhra Pradesh,1989,26,Kurnool,GEN,Erasu Ayyapu Reddy,M,Telugu Desam,TDP,253537,968645
Andhra Pradesh,1989,26,Kurnool,GEN,Kotla Vijay Bhaskara Reddy,M,Indian National Congress,INC,363955,968645
Andhra Pradesh,1989,27,Nandyal,GEN,Seella Sanjeevareddy,M,Janata Pary (Jp),JNP (JP),2850,1001172
Andhra Pradesh,1989,27,Nandyal,GEN,Magham Gangadharam Setty,M,Independent,IND,3321,1001172
Andhra Pradesh,1989,27,Nandyal,GEN,Madduru Subba Reddy,M,Telugu Desam,TDP,313835,1001172
Andhra Pradesh,1989,27,Nandyal,GEN,Bojja Venkata Reddy,M,Indian National Congress,INC,370097,1001172
Andhra Pradesh,1989,28,Nagarkurnool,SC,Pedda Nagaiah,M,Independent,IND,4551,1000322
Andhra Pradesh,1989,28,Nagarkurnool,SC,Chandraiah,M,Bahujan Samaj Party,BSP,13522,1000322
Andhra Pradesh,1989,28,Nagarkurnool,SC,V.Tulassi Ram,M,Telugu Desam,TDP,291852,1000322
Andhra Pradesh,1989,28,Nagarkurnool,SC,Anatha Ramulu Mullu,M,Indian National Congress,INC,363026,1000322
Andhra Pradesh,1989,29,Mahabubnagar,GEN,Anjaneyulu,M,Independent,IND,945,1038379
Andhra Pradesh,1989,29,Mahabubnagar,GEN,Sadasiva Reddy,M,Independent,IND,2904,1038379
